Complaint Type,Date,Time,Latitude,Longitude,Descriptor,Borough
Noise - Street/Sidewalk,9/22/2019,13:44:33,40.81810552,-73.9385526,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,22:48:41,40.86797554,-73.86342933,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,22:46:02,40.85407302,-73.90360756,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,22:11:45,40.75510283,-73.99878001,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,20:14:07,40.86180833,-73.9270628,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,22:16:58,40.83166976,-73.92875447,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,10:04:13,40.8676196,-73.89584343,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/24/2019,0:08:09,40.84052623,-73.88951424,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/24/2019,0:00:21,40.67532905,-74.00364477,Loud Music/Party,Brooklyn
Noise - Residential,9/24/2019,1:50:55,40.75279812,-73.87256242,Loud Music/Party,Queens
Noise - Residential,11/11/2019,22:36:22,40.68735602,-73.95469352,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,7:27:41,40.84669101,-73.91571929,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,19:39:58,40.69896384,-73.91980817,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:52:43,40.84897036,-73.91369588,Loud Music/Party,Bronx
Noise - Commercial,9/22/2019,22:32:43,40.62042127,-73.9270456,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,21:45:40,40.58413031,-73.93277355,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,20:18:28,40.8230767,-73.91004408,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,0:15:27,40.8582408,-73.89567013,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,8:13:12,40.68530816,-73.87598698,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,18:03:01,40.69446401,-73.86324743,Car/Truck Music,Queens
Noise - Vehicle,9/22/2019,18:13:14,40.71145876,-73.95715159,Car/Truck Music,Brooklyn
Noise - Vehicle,9/22/2019,17:58:35,40.68722612,-73.86102309,Car/Truck Music,Queens
Noise - Street/Sidewalk,9/23/2019,23:35:27,40.85324089,-73.92950493,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,18:52:46,40.70531611,-73.91343824,Car/Truck Music,Queens
Noise - Residential,9/22/2019,23:25:25,40.67452459,-73.97353875,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,20:13:59,40.66632157,-73.95162945,Loud Talking,Brooklyn
Noise - Vehicle,9/22/2019,13:10:21,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Vehicle,9/23/2019,1:22:41,40.84776077,-73.91116732,Car/Truck Horn,Bronx
Noise - Street/Sidewalk,9/22/2019,12:53:44,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,17:11:26,40.84122225,-73.9258132,Car/Truck Music,Bronx
Noise - Vehicle,9/22/2019,19:54:22,40.81944879,-73.91823226,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/23/2019,20:15:47,40.66957638,-73.9573335,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:55:02,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,10:25:02,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,19:45:39,40.71071783,-73.95757048,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,13:18:00,40.74286393,-74.00396965,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,12:04:41,40.63463492,-73.94959876,Loud Music/Party,Brooklyn
Noise - Residential,11/23/2019,1:39:17,40.79774262,-73.94436825,Loud Music/Party,Manhattan
Noise - Residential,11/5/2019,11:38:26,40.87922802,-73.87235264,Banging/Pounding,Bronx
Noise - Commercial,9/22/2019,19:08:27,40.67542428,-73.73842991,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,21:28:42,40.84307056,-73.93693206,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:46:18,40.77124747,-73.95659324,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:30:27,40.59719459,-73.75710823,Loud Music/Party,Queens
Noise - Residential,9/23/2019,6:22:21,40.85951508,-73.89347015,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,22:38:07,40.83342254,-73.94144386,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:27:11,40.81480996,-73.92182535,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,16:03:06,40.67232223,-73.95304185,Loud Music/Party,Brooklyn
Noise - Residential,9/24/2019,2:13:44,40.71324863,-73.74264617,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,4:38:09,40.74071074,-73.90760757,Loud Talking,Queens
Noise - Street/Sidewalk,9/23/2019,16:14:48,40.77860733,-73.98162149,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,12:18:45,40.680844,-73.94512196,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:10:38,40.8687265,-73.92105692,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,21:13:46,40.6899801,-73.97222728,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,16:03:57,40.65818643,-73.88063635,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,23:11:58,40.84083795,-73.91030919,Loud Music/Party,Bronx
Noise - Vehicle,9/22/2019,21:56:36,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,22:47:43,40.84133063,-73.91576584,Loud Talking,Bronx
Noise - Commercial,9/22/2019,22:47:40,40.743898,-73.85713364,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,21:40:08,40.82465066,-73.941896,Loud Talking,Manhattan
Noise - Residential,11/14/2019,19:52:47,40.88632632,-73.84787295,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,5:59:40,40.83348589,-73.92735403,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,22:27:30,40.85409222,-73.90359307,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,12:31:19,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,17:01:43,40.88253737,-73.86215539,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,16:27:11,40.81480996,-73.92182535,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,15:30:02,40.64640959,-74.01098364,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,23:14:09,40.70169588,-73.91359802,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,8:30:33,40.84596355,-73.91556841,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,12:31:04,40.64846576,-74.00682174,Loud Talking,Brooklyn
Noise - Residential,9/23/2019,20:18:07,40.64037763,-74.09665665,Loud Music/Party,Staten Island
Noise - Street/Sidewalk,9/24/2019,0:16:36,40.82416166,-73.95297806,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/23/2019,22:22:55,40.85135502,-73.92908762,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,2:18:23,40.77406925,-73.91320806,Car/Truck Music,Queens
Noise - Street/Sidewalk,9/24/2019,0:17:51,40.63969072,-73.99383854,Loud Talking,Brooklyn
Noise - Street/Sidewalk,10/19/2019,2:14:09,40.86230097,-73.89056264,Loud Talking,Bronx
Noise - Residential,9/23/2019,4:54:08,40.73697929,-73.8646252,Banging/Pounding,Queens
Noise - Residential,9/22/2019,21:43:46,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Residential,9/22/2019,15:02:02,40.69375579,-73.93058229,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,0:48:03,40.79013851,-73.9709757,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,20:40:18,40.81848297,-73.95328916,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,23:52:50,40.74011925,-73.99925662,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,19:48:22,40.71979965,-73.96386704,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,19:19:39,40.83166976,-73.92875447,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,15:18:46,40.68318496,-73.94443498,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:47:43,40.84133063,-73.91576584,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,21:16:01,40.67082331,-73.93547635,Loud Music/Party,Brooklyn
Noise - Residential,10/25/2019,23:39:04,40.83038526,-73.87671752,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,22:45:38,40.86431277,-73.92068255,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,1:19:23,40.6791673,-73.79794296,Loud Music/Party,Queens
Noise - Residential,9/23/2019,19:39:16,40.86225027,-73.92291562,Banging/Pounding,Manhattan
Noise - Vehicle,9/23/2019,0:18:03,40.7310274,-73.96066054,Car/Truck Music,Brooklyn
Noise - Commercial,9/24/2019,0:02:28,40.69614484,-73.74339017,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/23/2019,20:18:28,40.8230767,-73.91004408,Loud Music/Party,Bronx
Noise - Street/Sidewalk,10/18/2019,21:50:12,40.76141278,-73.88453763,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,20:32:04,40.82468729,-73.93843451,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,20:14:24,40.86189619,-73.92711693,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:57:43,40.82502279,-73.87737784,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,1:18:17,40.70072044,-73.91221439,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,22:32:45,40.83965453,-73.83524745,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,21:35:37,40.8727421,-73.90317552,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,1:42:08,40.83166976,-73.92875447,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/24/2019,2:00:38,40.79157162,-73.97243409,Loud Talking,Manhattan
Noise - Vehicle,11/5/2019,20:36:37,40.7987044,-73.91112444,Car/Truck Music,Bronx
Noise - Vehicle,9/23/2019,7:58:35,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,17:47:33,40.75595167,-73.88827208,Loud Music/Party,Queens
Noise - Residential,9/23/2019,21:15:47,40.75394,-73.88296968,Loud Music/Party,Queens
Noise - Residential,9/22/2019,20:05:56,40.59399803,-73.77802935,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,20:36:14,40.74378477,-73.98161666,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:49:40,40.66770997,-73.95742121,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,11:03:19,40.66902264,-73.89753058,Loud Music/Party,Brooklyn
Noise - Residential,9/24/2019,1:53:09,40.57757258,-73.98604701,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,4:27:14,40.86298948,-73.9242488,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,20:35:22,40.81974688,-73.93858721,Loud Music/Party,Manhattan
Noise - Commercial,9/24/2019,0:48:16,40.7021588,-73.91988006,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,19:52:37,40.66271735,-73.94480887,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,4:24:50,40.74071074,-73.90760757,Loud Talking,Queens
Noise - Street/Sidewalk,9/23/2019,1:54:34,40.69150552,-73.9605288,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:07:52,40.69478477,-73.9215694,Loud Music/Party,Brooklyn
Noise - Residential,11/19/2019,0:02:41,40.8267748,-73.89495344,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,18:53:42,40.82098417,-73.93750217,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,13:19:35,40.84151869,-73.9177353,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,13:04:42,40.72195913,-73.80969682,Loud Talking,Queens
Noise - Vehicle,9/22/2019,18:49:40,40.81935825,-73.91828295,Car/Truck Music,Bronx
Noise - Residential,9/22/2019,12:55:24,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:02:53,40.72389702,-73.94231215,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:03:25,40.83634934,-73.88726252,Loud Music/Party,Bronx
Noise - Commercial,10/18/2019,23:01:59,40.77588489,-73.91504347,Loud Music/Party,Queens
Noise - Residential,10/4/2019,10:06:06,40.75268575,-73.86313512,Banging/Pounding,Queens
Noise - Residential,10/3/2019,23:40:06,40.71404485,-73.96706976,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,23:49:09,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,18:29:13,40.88425789,-73.87892492,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,22:09:26,40.87283464,-73.87648696,Banging/Pounding,Bronx
Noise - Residential,9/23/2019,19:27:49,40.75710551,-73.90808656,Loud Music/Party,Queens
Noise - Park,9/22/2019,18:30:12,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,23:41:54,40.57897666,-73.96659637,Car/Truck Music,Brooklyn
Noise - Residential,9/22/2019,22:41:31,40.73046526,-73.79690704,Loud Music/Party,Queens
Noise - Vehicle,9/24/2019,2:44:25,40.69921463,-73.90659037,Engine Idling,Queens
Noise - Vehicle,9/23/2019,19:28:56,40.80557625,-73.95079499,Car/Truck Music,Manhattan
Noise - Residential,10/27/2019,4:02:29,40.7031115,-73.92862137,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,5:59:40,40.83348589,-73.92735403,Loud Music/Party,Bronx
Noise - Residential,10/12/2019,21:28:27,40.85199617,-73.93178712,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,22:49:46,40.72095352,-73.86774946,Banging/Pounding,Queens
Noise - Residential,9/22/2019,18:32:50,40.68565705,-73.94250388,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/24/2019,1:40:12,40.71271518,-73.96309896,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,23:19:18,40.86967005,-73.86906266,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,18:12:12,40.6425111,-74.018096,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,22:28:26,40.84698426,-73.91512977,Car/Truck Music,Bronx
Noise - Residential,10/4/2019,1:12:48,40.73150747,-73.85438192,Loud Television,Queens
Noise - Residential,9/23/2019,0:20:28,40.8494235,-73.92175937,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,14:32:14,40.68654926,-73.86658814,Loud Music/Party,Queens
Noise - Residential,9/23/2019,23:19:07,40.68955275,-73.92084716,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,14:18:23,40.68438288,-73.82326022,Loud Music/Party,Queens
Noise - Commercial,10/13/2019,20:53:42,40.51370173,-74.25098966,Loud Music/Party,Staten Island
Noise - Street/Sidewalk,9/22/2019,22:50:37,40.85407302,-73.90360756,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,20:19:19,40.66188055,-73.94556648,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,10/20/2019,0:19:18,40.67397473,-73.93623036,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,21:03:00,40.6899801,-73.97222728,Loud Talking,Brooklyn
Noise - Residential,9/23/2019,0:47:46,40.66819119,-73.95266266,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,23:02:12,40.76331469,-73.92819586,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,23:43:49,40.67086834,-73.91979508,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,1:19:23,40.6791673,-73.79794296,Loud Music/Party,Queens
Noise - Commercial,9/23/2019,23:56:10,40.67457993,-73.95006607,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,16:18:03,40.68820011,-73.91394724,Loud Music/Party,Brooklyn
Noise - Residential,10/25/2019,21:14:38,40.59839063,-73.92999726,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,15:06:25,40.78536042,-73.97298193,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,12:26:36,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,17:31:39,40.57137584,-74.09374559,Loud Music/Party,Staten Island
Noise - Residential,9/22/2019,23:03:12,40.65871533,-73.90985123,Loud Music/Party,Brooklyn
Noise - Residential,10/3/2019,18:40:24,40.69594579,-73.9783013,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,16:04:13,40.69701838,-73.96472326,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,6:22:21,40.85951508,-73.89347015,Banging/Pounding,Bronx
Noise - Commercial,9/22/2019,21:53:41,40.7029295,-73.98466109,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:15:59,40.86499305,-73.92415614,Loud Talking,Manhattan
Noise - Vehicle,9/23/2019,13:01:40,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,9:50:47,40.79013851,-73.9709757,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,16:02:15,40.67232223,-73.95304185,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,20:11:36,40.65941518,-73.93898351,Car/Truck Music,Brooklyn
Noise - Residential,9/22/2019,20:03:08,40.68737164,-73.78590365,Loud Music/Party,Queens
Noise - Residential,9/23/2019,18:01:17,40.84853342,-73.9059867,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,17:52:35,40.86734574,-73.92489464,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,19:50:56,40.72207245,-73.97466711,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,16:39:25,40.80072787,-73.95458024,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,23:45:46,40.57454006,-73.99088562,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,18:42:18,40.89700924,-73.86607891,Loud Talking,Bronx
Noise - Park,9/22/2019,20:56:14,40.65161718,-73.96514369,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,9:09:11,40.74453412,-73.91843247,Loud Talking,Queens
Noise - Residential,10/25/2019,23:12:43,40.77602283,-73.95533365,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,2:40:53,40.65659127,-73.95852395,Loud Talking,Brooklyn
Noise - Commercial,9/23/2019,0:52:18,40.70425413,-73.9299438,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,16:59:03,40.85666696,-73.8654227,Loud Talking,Bronx
Noise - Residential,9/22/2019,23:12:36,40.69481769,-73.9215333,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,15:09:44,40.72546472,-73.99187877,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,19:45:11,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,18:30:34,40.81935825,-73.91828295,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,19:43:38,40.71136535,-73.95690276,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/24/2019,0:04:42,40.69592014,-73.93797282,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,18:57:27,40.71139661,-73.94639174,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,14:43:50,40.74985425,-73.98793822,Loud Talking,Manhattan
Noise - Residential,9/23/2019,18:57:14,40.64384289,-73.92757492,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,22:07:09,40.84723274,-73.90637529,Car/Truck Music,Bronx
Noise - Residential,9/23/2019,3:50:55,40.70177326,-73.81939477,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:59:06,40.68737164,-73.78590365,Loud Music/Party,Queens
Noise - Residential,9/23/2019,21:23:16,40.61818662,-74.06914821,Loud Music/Party,Staten Island
Noise - Commercial,9/23/2019,8:06:38,40.73147654,-73.95784592,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,21:20:35,40.80505495,-73.95826529,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,12:56:09,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Vehicle,9/23/2019,23:41:54,40.57897666,-73.96659637,Car/Truck Music,Brooklyn
Noise - Street/Sidewalk,9/23/2019,12:52:31,40.87323444,-73.86820591,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,19:32:02,40.81959696,-73.91817066,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,17:55:22,40.87828005,-73.90218026,Loud Music/Party,Bronx
Noise - Residential,10/13/2019,20:03:52,40.83338918,-73.90071044,Loud Talking,Bronx
Noise - Residential,9/22/2019,16:30:17,40.86708854,-73.88573889,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,13:06:26,40.72195913,-73.80969682,Loud Talking,Queens
Noise - Residential,10/26/2019,2:22:14,40.87661967,-73.87403187,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,23:30:13,40.74214918,-73.95340764,Loud Music/Party,Queens
Noise - Vehicle,9/22/2019,22:21:00,40.68361941,-73.98047225,Car/Truck Horn,Brooklyn
Noise - Vehicle,9/22/2019,16:31:40,40.69701838,-73.96472326,Engine Idling,Brooklyn
Noise - Street/Sidewalk,9/22/2019,18:54:26,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,17:03:54,40.84591603,-73.84782079,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,15:02:02,40.69375579,-73.93058229,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,19:02:28,40.74536371,-73.7532767,Banging/Pounding,Queens
Noise - Vehicle,9/23/2019,23:58:16,40.72032827,-73.80776061,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,22:13:26,40.82692041,-73.91511923,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,6:38:34,40.67837127,-73.96767143,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,7:13:17,40.85379696,-73.90500327,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,23:17:07,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Vehicle,9/22/2019,19:59:37,40.82980845,-73.94866679,Car/Truck Music,Manhattan
Noise - Residential,9/23/2019,20:57:18,40.6357233,-73.88906427,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,2:37:51,40.76217354,-73.92082584,Loud Television,Queens
Noise - Street/Sidewalk,9/23/2019,22:35:11,40.69343907,-73.99671845,Loud Music/Party,Brooklyn
Noise - Commercial,10/2/2019,23:01:15,40.80189077,-73.96842414,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,12:05:18,40.70974831,-74.00679194,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/24/2019,2:10:34,40.83634934,-73.88726252,Loud Talking,Bronx
